filename,y_true,y_pred,prob_pred
clamp_small019652.jpg,2,6,0.98373264
clamp_small019851.jpg,2,7,0.83185923
engine_part_cooler_round002073.jpg,3,9,0.7982483
engine_part_cooler_round004271.jpg,3,9,0.5692536
engine_part_cooler_round014676.jpg,3,9,0.7998907
engine_part_cooler_square000699.jpg,4,3,0.5710266
engine_part_cooler_square001099.jpg,4,3,0.77621585
engine_part_cooler_square005292.jpg,4,3,0.97813696
engine_part_cooler_square006488.jpg,4,2,0.78364027
engine_part_cooler_square006698.jpg,4,9,0.3101643
engine_part_cooler_square019091.jpg,4,7,0.92739594
injection_pump000113.jpg,5,4,0.7138902
injection_pump000115.jpg,5,8,0.97415006
injection_pump000307.jpg,5,0,0.875876
injection_pump000914.jpg,5,0,0.56245995
injection_pump000915.jpg,5,2,0.9100048
injection_pump001501.jpg,5,7,0.8672452
injection_pump001707.jpg,5,4,0.8934409
injection_pump003108.jpg,5,4,0.9882923
injection_pump003519.jpg,5,4,0.8984841
injection_pump003717.jpg,5,8,0.80457807
injection_pump003909.jpg,5,2,0.5680179
injection_pump004501.jpg,5,7,0.6027293
injection_pump004508.jpg,5,4,0.717934
injection_pump005106.jpg,5,4,0.7525616
injection_pump005119.jpg,5,4,0.96846145
injection_pump005705.jpg,5,4,0.96676594
injection_pump006101.jpg,5,8,0.97465533
injection_pump007308.jpg,5,4,0.80590653
injection_pump007315.jpg,5,9,0.66767067
injection_pump008107.jpg,5,4,0.75902987
injection_pump008114.jpg,5,4,0.5672723
injection_pump008704.jpg,5,4,0.7523464
injection_pump008705.jpg,5,4,0.9671417
injection_pump008715.jpg,5,4,0.741817
injection_pump009110.jpg,5,4,0.9435124
injection_pump009710.jpg,5,4,0.7844913
injection_pump010111.jpg,5,2,0.47395483
injection_pump010311.jpg,5,7,0.595932
injection_pump011711.jpg,5,0,0.7962529
injection_pump012506.jpg,5,7,0.9196471
injection_pump013309.jpg,5,4,0.9625225
injection_pump013519.jpg,5,4,0.9410575
injection_pump013913.jpg,5,8,0.9915896
injection_pump014705.jpg,5,7,0.6833545
injection_pump015100.jpg,5,4,0.90970874
injection_pump015108.jpg,5,4,0.38686305
injection_pump015302.jpg,5,4,0.6914943
injection_pump017303.jpg,5,8,0.44878727
injection_pump017319.jpg,5,2,0.49684682
injection_pump017911.jpg,5,4,0.66879153
injection_pump018907.jpg,5,4,0.5383109
injection_pump019116.jpg,5,4,0.80858177
injection_pump019712.jpg,5,4,0.7115675
screw000139.jpg,6,7,0.65332687
screw001324.jpg,6,2,0.57383287
screw001932.jpg,6,0,0.6994212
screw002731.jpg,6,2,0.99361974
screw002925.jpg,6,2,0.59160095
screw003536.jpg,6,2,0.8746669
screw003538.jpg,6,0,0.74714965
screw004335.jpg,6,2,0.90492266
screw004737.jpg,6,2,0.92550224
screw005923.jpg,6,9,0.9426919
screw006324.jpg,6,2,0.62918866
screw008127.jpg,6,2,0.9728176
screw008729.jpg,6,8,0.96193355
screw008939.jpg,6,2,0.95357597
screw009138.jpg,6,8,0.5910254
screw009529.jpg,6,2,0.52748525
screw010924.jpg,6,2,0.6223476
screw011338.jpg,6,9,0.985052
screw013137.jpg,6,2,0.8504804
screw013522.jpg,6,8,0.9992095
screw013727.jpg,6,7,0.695543
screw015735.jpg,6,8,0.51311255
screw016127.jpg,6,2,0.593566
screw016736.jpg,6,2,0.76257807
screw016924.jpg,6,2,0.99457943
screw018521.jpg,6,9,0.9999888
star001944.jpg,7,0,0.6408893
star002753.jpg,7,9,0.76227266
star006358.jpg,7,6,0.39251736
star007349.jpg,7,5,0.99859005
star008346.jpg,7,6,0.56524044
star010945.jpg,7,2,0.49801007
star012549.jpg,7,6,0.6401148
star013944.jpg,7,6,0.4637973
star016351.jpg,7,2,0.48156825
star016743.jpg,7,0,0.7455685
star016948.jpg,7,2,0.6707056
star017745.jpg,7,2,0.5235122
star019558.jpg,7,6,0.987553
tee_connector000569.jpg,8,0,0.96690947
tee_connector001770.jpg,8,9,0.90721655
tee_connector001776.jpg,8,0,0.7733408
tee_connector002169.jpg,8,9,0.9077595
tee_connector003163.jpg,8,0,0.49877468
tee_connector003769.jpg,8,9,0.63678616
tee_connector003961.jpg,8,0,0.94211423
tee_connector005369.jpg,8,5,0.9692914
tee_connector005561.jpg,8,9,0.6491029
tee_connector005768.jpg,8,2,0.8827393
tee_connector006568.jpg,8,5,0.7746184
tee_connector007577.jpg,8,9,0.96946174
tee_connector007967.jpg,8,2,0.5743284
tee_connector008167.jpg,8,0,0.2901707
tee_connector008969.jpg,8,7,0.34652272
tee_connector009973.jpg,8,9,0.6169881
tee_connector010769.jpg,8,2,0.37491727
tee_connector010973.jpg,8,7,0.36847314
tee_connector011170.jpg,8,1,0.49232578
tee_connector011975.jpg,8,2,0.6732322
tee_connector011977.jpg,8,2,0.823521
tee_connector012369.jpg,8,6,0.65777564
tee_connector012569.jpg,8,0,0.8924576
tee_connector013372.jpg,8,5,0.9038695
tee_connector014375.jpg,8,9,0.7461721
tee_connector016763.jpg,8,9,0.907745
tee_connector017162.jpg,8,9,0.873184
tee_connector017961.jpg,8,9,0.72888863
tee_connector017977.jpg,8,0,0.34581646
tee_connector019377.jpg,8,0,0.47602195
tee_connector019575.jpg,8,0,0.47147703
thread004190.jpg,9,8,0.5739098
thread007993.jpg,9,0,0.8112132
thread010385.jpg,9,2,0.9149343
thread010993.jpg,9,7,0.40534753
